,name,country,subcountry,geonameid,lat,lng
12109,Shingu,Japan,Wakayama,1847947,33.7241048,135.9924107
12110,Atsugi,Japan,Kanagawa,1847963,35.4430818,139.3624889
12111,Akashi,Japan,Hyogo,1847966,34.6431066,134.9971787
12112,Zushi,Japan,Kanagawa,1847968,35.2956059,139.5804228
12113,Zama,Japan,Kanagawa,1848004,35.4885872,139.4076731
12114,Yuza,Japan,Yamagata,1848016,39.0146158,139.9073521
12115,Gero,Japan,Gifu,1848055,35.8058817,137.2441002
12116,Yukuhashi,Japan,Fukuoka,1848087,33.7287727,130.982967
12117,Yuki,Japan,Ibaraki,1848096,36.3054165,139.8766414
12118,Yugawara,Japan,Kanagawa,1848113,35.1479639,139.1083167
12119,Yoshikawa,Japan,Saitama,1848188,35.8911519,139.841375
12120,Yoshii,Japan,Gunma,1848194,36.2559553,138.9845412
12121,Yoshida-kasugacho,Japan,Niigata,1848210,37.6837922,138.8825459
12122,Yorii,Japan,Saitama,1848243,36.1183484,139.1930115
12123,Yono,Japan,Saitama,1848254,35.898488,139.630904
12124,Yonago,Japan,Tottori,1848277,35.4280717,133.3309447
12125,Yokosuka,Japan,Kanagawa,1848313,35.2813412,139.6722005
12126,Yokohama,Japan,Kanagawa,1848354,35.4437078,139.6380256
12127,Yokkaichi,Japan,Mie,1848373,34.9651567,136.6244847
12128,Youkaichi,Japan,Shiga,1848382,35.11299169999999,136.1996682
12129,Yawata,Japan,Kyoto,1848439,34.8755551,135.7076209
12130,Yatsushiro,Japan,Kumamoto,1848445,32.5083871,130.6020961
12131,Yatsuomachi-higashikumisaka,Japan,Toyama,1848447,36.567208,137.1294217
12132,Yasugicho,Japan,Shimane,1848482,35.3561081,133.2779384
12133,Yashiro,Japan,Hyogo,1848498,34.9174953,134.968804
12134,Yashio-shi,Japan,Saitama,1848499,35.822536,139.8391748
12135,Yao,Japan,osaka,1848522,34.6268635,135.6009775
12136,Yanai,Japan,Yamaguchi,1848550,33.9638333,132.1015969
12137,Yanagawa,Japan,Fukuoka,1848573,33.1630889,130.4057531
12139,Yamaguchi,Japan,Yamaguchi,1848689,34.178496,131.4737269
12140,Yamaga,Japan,Kumamoto,1848705,33.0175778,130.6913646
12141,Yaizu,Japan,Shizuoka,1848774,34.8669202,138.3231893
12142,Yaita,Japan,Tochigi,1848776,36.8066862,139.924054
12143,Wakimachi,Japan,Tokushima,1848933,34.0662852,134.1673859
12144,Utsunomiya,Japan,Tochigi,1849053,36.5551124,139.8828072
12145,Uto,Japan,Kumamoto,1849069,32.6879986,130.6597212
12146,Usuki,Japan,Oita,1849094,33.1260115,131.8051243
12147,Ushibuka,Japan,Kumamoto,1849154,32.215706,130.02977
12148,Ureshinomachi-shimojuku,Japan,Saga,1849183,33.1280839,130.0601144
12149,Urayasu,Japan,Tokyo,1849186,35.653153,139.9019174
12150,Uozu,Japan,Toyama,1849237,36.8273674,137.4092147
12151,Umi,Japan,Fukuoka,1849299,33.5677786,130.5111124
12152,Ujiie,Japan,Tochigi,1849367,36.6839265,139.9649414
12153,Uji,Japan,Kyoto,1849372,34.8844606,135.7998544
12154,Uenohara,Japan,Yamanashi,1849407,35.6302591,139.1085986
12155,Ueno-ebisumachi,Japan,Mie,1849414,34.7611712,136.1329882
12156,Ueki,Japan,Kumamoto,1849424,32.2795526,130.9717334
12157,Ueda,Japan,Nagano,1849429,36.4019115,138.2488888
12158,Ube,Japan,Yamaguchi,1849498,33.9515087,131.2467858
12159,Tsuyama,Japan,Okayama,1849519,35.0691155,134.0045428
12160,Tsushima,Japan,Aichi,1849539,35.1770291,136.7412138
12161,Tsurusaki,Japan,Oita,1849561,33.2437603,131.6853045
12162,Tsuruoka,Japan,Yamagata,1849563,38.7271972,139.8267307
12163,Tsurugi-asahimachi,Japan,Ishikawa,1849584,36.4474231,136.6332141
12164,Tsuruga,Japan,Fukui,1849592,35.6452443,136.0554408
12165,Tsuma,Japan,Miyazaki,1849647,32.1030654,131.3999389
12166,Tsukumiura,Japan,Oita,1849661,33.0721832,131.8612771
12167,Tsukawaki,Japan,Oita,1849706,33.2772549,131.1517223
12168,Tsubata,Japan,Ishikawa,1849782,36.6686933,136.7284416
12169,Tsubame,Japan,Niigata,1849788,37.6731518,138.8822296
12170,Tsu,Japan,Mie,1849796,34.718596,136.5056975
12171,Toyota,Japan,Aichi,1849814,35.0823947,137.1562491
12172,Toyoshina,Japan,Nagano,1849817,36.3006568,137.9047429
12173,Toyooka,Japan,Hyogo,1849831,35.5445754,134.8201814
12174,Toyonaka,Japan,osaka,1849837,34.7812658,135.4697387
12175,Toyokawa,Japan,Aichi,1849845,34.8268506,137.3755423
12176,Toyohashi,Japan,Aichi,1849846,34.7691995,137.3914662
12177,Toyohama,Japan,Aichi,1849850,34.7099256,136.9341196
12178,Toyama,Japan,Toyama,1849876,36.6959518,137.2136768
12179,Tottori,Japan,Tottori,1849892,35.5011326,134.2350914
12180,Tosu,Japan,Saga,1849904,33.3777547,130.506258
12181,Tonosho,Japan,Kagawa,1850004,34.48602169999999,134.1858069
12182,Tondabayashicho,Japan,osaka,1850034,34.49952740000001,135.5971277
12183,Tomioka,Japan,Gunma,1850091,36.2598406,138.8895656
12184,Tomigusuku,Japan,Okinawa,1850108,26.1610061,127.668944
12185,Tokyo,Japan,Tokyo,1850147,35.7090259,139.7319925
12186,Tokuyama,Japan,Yamaguchi,1850152,34.065682,131.8140153
12187,Tokushima,Japan,Tokushima,1850158,34.0702703,134.5548438
12188,Tokorozawa,Japan,Saitama,1850181,35.7996715,139.4686101
12189,Tokoname,Japan,Aichi,1850185,34.8867002,136.8323973
12190,Toki,Japan,Gifu,1850207,35.3525002,137.183202
12191,Tokamachi,Japan,Niigata,1850217,37.1275822,138.7557075
12192,Togitsu,Japan,Nagasaki,1850269,32.828888,129.8485357
12193,Tochio-honcho,Japan,Niigata,1850307,37.4769029,138.9946831
12194,Tochigi,Japan,Tochigi,1850311,36.3823804,139.734081
12195,Toba,Japan,Mie,1850345,34.481435,136.8433615
12196,Tenri,Japan,Nara,1850396,34.596647,135.8373313
12197,Tenno,Japan,Akita,1850405,39.8982094,139.961356
12198,Tawaramoto,Japan,Nara,1850472,34.5566006,135.7948756
12199,Tatsuno,Japan,Nagano,1850498,35.9825125,137.9874836
12200,Tatsunocho-tominaga,Japan,Hyogo,1850499,34.8617787,134.5497064
12201,Tateyama,Japan,Chiba,1850523,34.9965057,139.8699653
12202,Tatebayashi,Japan,Gunma,1850559,36.2448485,139.5419678
12203,Tarumizu,Japan,Kagoshima,1850589,31.4927344,130.7009143
12204,Tarui,Japan,Gifu,1850600,35.3702535,136.5271017
12205,Tanushimarumachi-toyoki,Japan,Fukuoka,1850627,33.3437146,130.6838866
12206,Tanuma,Japan,Tochigi,1850630,36.3683017,139.5787551
12207,Nishi-Tokyo-shi,Japan,Tokyo,1850692,35.7254963,139.5381564
12208,Tanashicho,Japan,Tokyo,1850693,35.7285765,139.5388561
12209,Tanabe,Japan,Kyoto,1850707,34.8148172,135.7683696
12210,Tanabe,Japan,Wakayama,1850708,33.7280335,135.377768
12211,Tamano,Japan,Okayama,1850742,34.4919434,133.945987
12212,Tamana,Japan,Kumamoto,1850745,32.9352202,130.5628395
12213,Tamamura,Japan,Gunma,1850746,36.3044326,139.1149133
12214,Taketoyo,Japan,Aichi,1850818,34.8511342,136.9148034
12215,Takeocho-takeo,Japan,Saga,1850834,33.1937487,130.0191505
12216,Takehara,Japan,Hiroshima,1850860,34.3417943,132.9070883
12217,Takefu,Japan,Fukui,1850872,35.903455,136.170902
12218,Takedamachi,Japan,Oita,1850878,32.9737199,131.3980022
12219,Takayama,Japan,Gifu,1850892,36.1461236,137.2521729
12220,Takatsuki,Japan,osaka,1850910,34.8461585,135.6172716
12221,Takasaki,Japan,Gunma,1851002,36.3219088,139.0032936
12222,Takarazuka,Japan,Hyogo,1851012,34.7997673,135.3600729
12223,Takaoka,Japan,Toyama,1851032,36.7540964,137.0257282
12224,Takanabe,Japan,Miyazaki,1851068,32.1279986,131.5033547
12225,Takamatsu,Japan,Kagawa,1851100,34.3427879,134.046574
12226,Takaishi,Japan,osaka,1851125,34.5207172,135.4424524
12227,Takahashi,Japan,Okayama,1851137,34.7910227,133.6167325
12228,Takahama,Japan,Aichi,1851155,34.9275878,136.9872687
12229,Bungo-Takada-shi,Japan,Oita,1851170,33.5561601,131.4470905
12230,Tajimi,Japan,Gifu,1851193,35.3328,137.1320765
12231,Tahara,Japan,Aichi,1851259,34.6688056,137.2642033
12232,Tagawa,Japan,Fukuoka,1851273,33.6389822,130.8062975
12233,Tadotsu,Japan,Kagawa,1851282,34.2724879,133.7536048
12234,Suzuka,Japan,Mie,1851348,34.8818796,136.5842092
12235,Suzaka,Japan,Nagano,1851357,36.6510973,138.3071917
12236,Suwa,Japan,Nagano,1851368,36.0391417,138.1141816
12237,Susaki,Japan,Kochi,1851390,33.400745,133.282953
12238,Sumoto,Japan,Hyogo,1851426,34.3428705,134.8953669
12239,Sukumo,Japan,Kochi,1851462,32.9390085,132.7262855
12240,Suita,Japan,osaka,1851483,34.7594526,135.51686
12241,Suibara,Japan,Niigata,1851494,37.8457328,139.2342041
12242,Sugito,Japan,Saitama,1851504,36.0257648,139.7367092
12243,Sueyoshicho-ninokata,Japan,Kagoshima,1851542,31.6546654,131.0216903
12244,Soka,Japan,Saitama,1851604,35.8253547,139.8054022
12245,Soja,Japan,Okayama,1851606,34.6728073,133.7465284
12246,Sobue,Japan,Aichi,1851622,35.2553731,136.7193746
12247,Shobu,Japan,Saitama,1851711,35.8543392,139.7957939
12248,Shobara,Japan,Hiroshima,1851713,34.8577316,133.0172775
12249,Shizuoka,Japan,Shizuoka,1851717,34.975562,138.3827596
12250,Shirone,Japan,Niigata,1851813,37.7609405,139.0140781
12251,Shiraoka,Japan,Saitama,1851883,36.0190258,139.6769253
12252,Shirahamacho-usazakiminami,Japan,Hyogo,1851935,34.7757093,134.7206721
12253,Shiozawa,Japan,Niigata,1851952,37.0398352,138.8499933
12254,Shiojiri,Japan,Nagano,1852003,36.1149723,137.953449
12255,Shinshiro,Japan,Aichi,1852046,34.8992291,137.4984758
12256,Shinichi,Japan,Hiroshima,1852102,35.034949,132.9116524
12257,Shingu,Japan,Fukuoka,1852109,33.7152952,130.4465663
12258,Shimonoseki,Japan,Yamaguchi,1852225,33.9578307,130.941459
12259,Shimodate,Japan,Ibaraki,1852347,36.304147,139.978334
12260,Shimoda,Japan,Shizuoka,1852357,34.6795334,138.945316
12261,Minato,Japan,Wakayama,1852383,34.2356658,135.1506958
12262,Nishishinminato,Japan,Toyama,1852385,36.7806554,137.0779342
12263,Shimada,Japan,Shizuoka,1852472,34.8363636,138.1759966
12264,Shimabara,Japan,Nagasaki,1852479,32.7881027,130.370286
12265,Shiki,Japan,Saitama,1852502,35.8367501,139.5803194
12266,Shido,Japan,Kagawa,1852561,34.3230157,134.1743581
12267,Shibushi,Japan,Kagoshima,1852588,31.495442,131.045336
12268,Shibukawa,Japan,Gunma,1852595,36.4894706,139.0004482
12269,Shibata,Japan,Niigata,1852607,37.9480749,139.3272925
12270,Seto,Japan,Aichi,1852663,35.22395789999999,137.0840296
12271,Setakamachi-takayanagi,Japan,Fukuoka,1852673,33.1492088,130.4629741
12272,Satsumasendai,Japan,Kagoshima,1852736,31.8135171,130.3042445
12273,Satte,Japan,Saitama,1852849,36.0780722,139.7258607
12274,Sasebo,Japan,Nagasaki,1852899,33.1799153,129.7151101
12275,Sasayama,Japan,Hyogo,1852901,35.0756607,135.2190508
12276,Sasaguri,Japan,Fukuoka,1852915,33.6239476,130.5262564
12277,Sano,Japan,Tochigi,1852964,36.3143491,139.578341
12278,Sanjo,Japan,Niigata,1852984,37.6367679,138.961689
12279,Sandacho,Japan,Hyogo,1853008,34.8899959,135.2254534
12280,Sakurai,Japan,Nara,1853066,34.5187142,135.8432157
12281,Saku,Japan,Nagano,1853081,36.2488683,138.4768306
12282,Sakata,Japan,Yamagata,1853140,38.9147858,139.8365708
12284,Sakaidecho,Japan,Kagawa,1853190,34.3163193,133.8605102
12285,Sakai-nakajima,Japan,Gunma,1853192,36.2642535,139.2506582
12286,Sakai,Japan,Ibaraki,1853193,36.1084264,139.7949611
12287,Sakai,Japan,osaka,1853195,34.573262,135.482998
12288,Sakado,Japan,Saitama,1853209,35.9571698,139.4029055
12289,Saiki,Japan,Oita,1853237,32.959806,131.9000575
12290,Sagara,Japan,Shizuoka,1853280,34.6850948,138.1992472
12291,Saga,Japan,Saga,1853303,33.263482,130.3008576
12292,Sabae,Japan,Fukui,1853338,35.9565532,136.1844742
12293,Ryuo,Japan,Yamanashi,1853354,35.6648783,138.5074747
12294,Ryotsu-minato,Japan,Niigata,1853371,38.0775948,138.439631
12295,Ozu,Japan,Kumamoto,1853433,32.8785037,130.8683118
12296,Oyama,Japan,Tochigi,1853483,36.3146714,139.800131
12297,Oyama,Japan,Shizuoka,1853486,35.3601074,138.9872985
12298,Owase,Japan,Mie,1853514,34.0707989,136.1909953
12299,Otsuki,Japan,Yamanashi,1853564,35.6104852,138.9400276
12300,Otsu,Japan,Shiga,1853574,35.0178929,135.8546074
12301,Otake,Japan,Yamaguchi,1853662,34.3595614,131.2563381
12302,Ota,Japan,Gunma,1853677,36.2911223,139.3754708
12303,Osaka,Japan,osaka,1853909,34.6937378,135.5021651
12304,Onomichi,Japan,Hiroshima,1853992,34.4088756,133.2048886
12305,Onoda,Japan,Yamaguchi,1854018,33.9461435,131.1715879
12306,Ono,Japan,Fukui,1854022,35.9798141,136.4875638
12307,Ono,Japan,Hyogo,1854026,34.853193,134.9313762
12308,Ono-hara,Japan,Hiroshima,1854028,34.2887194,132.2692815
12309,Omuta,Japan,Fukuoka,1854083,33.0302622,130.4459852
12310,Omura,Japan,Nagasaki,1854093,32.9000901,129.9581416
12311,Ome,Japan,Tokyo,1854162,35.7879958,139.2758298
12312,Omamacho-omama,Japan,Gunma,1854177,36.4310894,139.273915
12313,Omachi,Japan,Nagano,1854186,36.5030179,137.8510941
12314,Okuchi-shinohara,Japan,Kagoshima,1854246,32.0623694,130.6201012
12315,Okegawa,Japan,Saitama,1854371,36.0057789,139.5425311
12316,Okazaki,Japan,Aichi,1854376,34.9543786,137.1743293
12317,Okayama,Japan,Okayama,1854383,34.6551456,133.9195019
12318,Okaya,Japan,Nagano,1854384,36.0670115,138.0493255
12320,Ojiya,Japan,Niigata,1854444,37.3143385,138.7950996
12321,Oita,Japan,Oita,1854487,33.2395578,131.609272
12322,Oiso,Japan,Kanagawa,1854492,35.3068498,139.3113138
12323,Oi,Japan,Saitama,1854530,35.8468782,139.5161655
12324,Ogori-shimogo,Japan,Yamaguchi,1854629,34.09756580000001,131.3971294
12325,Ogawa,Japan,Saitama,1854665,36.0566972,139.2618452
12326,Ogaki,Japan,Gifu,1854703,35.3593842,136.6127502
12327,Odawara,Japan,Kanagawa,1854747,35.2645639,139.1521538
12328,Odacho-oda,Japan,Shimane,1854774,35.1921063,132.4992932
12329,Obu,Japan,Aichi,1854803,35.01165659999999,136.9638347
12330,Obita,Japan,Nagasaki,1854807,32.866393,129.9809691
12331,Obama,Japan,Fukui,1854849,35.4955931,135.7466439
12332,Nyuzen,Japan,Toyama,1854868,36.9335108,137.5020445
12333,Numazu,Japan,Shizuoka,1854902,35.0955842,138.8634925
12334,Numata,Japan,Gunma,1854905,36.6460769,139.0441608
12335,Nonoichi,Japan,Ishikawa,1854979,36.51970439999999,136.6099711
12336,Nogata,Japan,Fukuoka,1855066,33.7441839,130.7296326
12337,Noda,Japan,Chiba,1855078,35.9551921,139.8747636
12338,Nobeoka,Japan,Miyazaki,1855095,32.5822723,131.6650094
12339,Nishiwaki,Japan,Hyogo,1855134,34.9933552,134.9691886
12340,Nishio,Japan,Aichi,1855189,34.8619367,137.0618498
12341,Nishinoomote,Japan,Kagoshima,1855203,30.7324118,130.9968353
12342,Nishinomiya-hama,Japan,Hyogo,1855207,34.7173896,135.3372233
12343,Nirasaki,Japan,Yamanashi,1855363,35.708897,138.4461267
12344,Ninomiya,Japan,Kanagawa,1855380,35.2994912,139.2554024
12345,Nikko,Japan,Tochigi,1855395,36.7199026,139.6982161
12346,Niitsu-honcho,Japan,Niigata,1855410,37.7977942,139.1253637
12347,Niimi,Japan,Okayama,1855416,34.9770301,133.4703064
12348,Niihama,Japan,Ehime,1855425,33.96028950000001,133.2833512
12349,Niigata,Japan,Niigata,1855431,37.9161924,139.0364126
12350,Nichinan,Japan,Miyazaki,1855476,31.6013958,131.378339
12351,Naze,Japan,Kagoshima,1855540,28.3961785,129.4665177
12352,Narutocho-mitsuishi,Japan,Tokushima,1855580,34.1725623,134.6087858
12353,Nara-shi,Japan,Nara,1855612,34.6850869,135.8050002
12354,Nanao,Japan,Ishikawa,1855670,37.043102,136.9675177
12355,Namerikawa,Japan,Toyama,1855694,36.7643778,137.3411906
12356,Nakatsugawa,Japan,Gifu,1855753,35.4875479,137.5005092
12357,Nakatsu,Japan,Fukuoka,1855757,33.5925017,130.4063956
12358,Nakanojomachi,Japan,Gunma,1855852,36.5898925,138.8409863
12359,Nakano,Japan,Nagano,1855863,36.742044,138.3694503
12360,Nakamura,Japan,Kochi,1855891,33.0043215,132.9162145
12361,Nakama,Japan,Fukuoka,1855907,33.81664980000001,130.7090769
12362,Naha,Japan,Okinawa,1856035,26.2123124,127.6791568
12363,Nagoya,Japan,Aichi,1856057,35.1814464,136.906398
12364,Nago,Japan,Okinawa,1856068,26.5915465,127.9773162
12365,Nagasaki,Japan,Nagasaki,1856177,32.7502856,129.877667
12366,Nagareyama,Japan,Chiba,1856184,35.8563097,139.9026602
12367,Nagaoka,Japan,Niigata,1856199,37.4462652,138.8512772
12368,Nagano,Japan,Nagano,1856215,36.6485829,138.1947709
12369,Nagahama,Japan,Shiga,1856243,35.3808146,136.2787218
12370,Nabari,Japan,Mie,1856293,34.6276593,136.1082959
12371,Musashino,Japan,Tokyo,1856367,35.7177841,139.56626
12372,Muroto-misakicho,Japan,Kochi,1856392,33.2900093,134.1520509
12373,Muramatsu,Japan,Niigata,1856426,37.6924415,139.1773924
12374,Murakami,Japan,Niigata,1856434,38.22397900000001,139.4800209
12375,Muko,Japan,Kyoto,1856456,34.9487356,135.698288
12376,Muikamachi,Japan,Niigata,1856476,37.0625556,138.8786313
12377,Morohongo,Japan,Saitama,1856560,35.9411947,139.3061655
12378,Moriyama,Japan,Shiga,1856569,35.0589401,135.9944042
12379,Moriguchi,Japan,osaka,1856584,34.7357872,135.5617511
12380,Mori,Japan,Shizuoka,1856586,34.8356273,137.9270187
12381,Mizunami,Japan,Gifu,1856667,35.3617124,137.2545866
12382,Miyoshi,Japan,Hiroshima,1856698,34.8055738,132.851674
12383,Miyazu,Japan,Kyoto,1856703,35.5355767,135.1955665
12384,Miyazaki,Japan,Miyazaki,1856717,31.9076736,131.4202411
12385,Miyakonojo,Japan,Miyazaki,1856775,31.7195903,131.0616214
12386,Miyata,Japan,Fukuoka,1856828,33.7255285,130.6667408
12387,Mitsuke,Japan,Niigata,1856878,37.5316041,138.9128246
12388,Mitsukaido,Japan,Ibaraki,1856881,36.0234937,139.993617
12389,Mitake,Japan,Gifu,1856938,35.43424540000001,137.1307903
12390,Mitaka-shi,Japan,Tokyo,1856942,35.683513,139.5595842
12391,Mishima,Japan,Shizuoka,1856977,35.11840249999999,138.9185126
12392,Mino,Japan,osaka,1857046,34.8269301,135.4704626
12393,Mino,Japan,Gifu,1857062,35.5447697,136.9075396
12394,Minamirinkan,Japan,Kanagawa,1857144,35.4958549,139.4469168
12395,Minamata,Japan,Kumamoto,1857208,32.2145158,130.4073698
12396,Minakuchicho-matoba,Japan,Shiga,1857209,34.9681279,136.1629617
12397,Mikuni,Japan,Fukui,1857260,36.216946,136.149864
12398,Miki,Japan,Hyogo,1857276,34.7969439,134.9901968
12399,Mihara,Japan,Hiroshima,1857334,34.3974332,133.0786576
12400,Mibu,Japan,Tochigi,1857379,36.4270577,139.8039321
12401,Menuma,Japan,Saitama,1857403,36.2251676,139.3781659
12402,Matsuto,Japan,Ishikawa,1857470,36.264973,137.97233
12403,Matsumoto,Japan,Nagano,1857519,36.2380381,137.9720341
12404,Matsue,Japan,Shimane,1857550,35.4680595,133.048375
12405,Matsudo,Japan,Chiba,1857553,35.7876491,139.903093
12406,Matsubase,Japan,Kumamoto,1857560,32.6521604,130.675613
12407,Matsubara,Japan,osaka,1857568,34.5778791,135.5518501
12408,Masuda,Japan,Shimane,1857594,34.6748172,131.842862
12409,Maruoka,Japan,Fukui,1857651,36.1523615,136.2721458
12410,Kamimaruko,Japan,Nagano,1857659,36.3245823,138.271632
12411,Marugame,Japan,Kagawa,1857665,34.2895062,133.7977056
12412,Makurazaki,Japan,Kagoshima,1857712,31.2729002,130.2969045
12413,Maki,Japan,Niigata,1857751,37.7552394,138.8863233
12414,Maizuru,Japan,Kyoto,1857766,35.4747971,135.3859918
12415,Maebashi,Japan,Gunma,1857843,36.3894816,139.0634281
12416,Maebaru-chuo,Japan,Fukuoka,1857844,33.5598341,130.1999739
12417,Machida,Japan,Tokyo,1857871,35.546631,139.4386186
12418,Kyoto,Japan,Kyoto,1857910,35.0116363,135.7680294
12419,Kushikino,Japan,Kagoshima,1858041,31.7145528,130.2719288
12420,Kusatsu,Japan,Shiga,1858067,35.01313409999999,135.959936
12421,Kurume,Japan,Fukuoka,1858088,33.3192865,130.5083735
12422,Kuroda,Japan,Aichi,1858249,34.8650669,137.5054401
12423,Kurihashi,Japan,Saitama,1858283,36.1219748,139.707963
12424,Kure,Japan,Hiroshima,1858296,34.2486458,132.5654407
12425,Kurayoshi,Japan,Tottori,1858301,35.4301794,133.825561
12426,Kurashiki,Japan,Okayama,1858311,34.5850134,133.7720841
12427,Kumamoto,Japan,Kumamoto,1858421,32.8031004,130.7078911
12428,Kumagaya,Japan,Saitama,1858428,36.1473097,139.3886446
12429,Kukichuo,Japan,Saitama,1858445,35.8840955,139.6261023
12430,Kudamatsu,Japan,Yamaguchi,1858498,34.0150299,131.8703421
12431,Kozakai-cho,Japan,Aichi,1858591,34.799583,137.3616256
12432,Koshigaya,Japan,Saitama,1858729,35.8910841,139.7909377
12433,Kosai-shi,Japan,Shizuoka,1858756,34.71846550000001,137.5316257
12434,Konosu,Japan,Saitama,1858794,36.0657584,139.5221694
12435,Konan,Japan,Aichi,1858836,35.3320112,136.8706172
12436,Komoro,Japan,Nagano,1858858,36.3274191,138.4258801
12437,Komono,Japan,Mie,1858866,35.02006780000001,136.5073436
12438,Komatsushimacho,Japan,Tokushima,1858902,34.0047114,134.5906739
12439,Komatsu,Japan,Ishikawa,1858910,36.4083514,136.445571
12440,Komaki,Japan,Aichi,1858926,35.2903104,136.9109515
12441,Kokubunji,Japan,Tokyo,1858964,35.7103347,139.4631912
12442,Kokubu-matsuki,Japan,Kagoshima,1858972,31.7337799,130.7533097
12443,Koga,Japan,Ibaraki,1859093,36.1846451,139.7025248
12444,Koga,Japan,Fukuoka,1859094,33.7287865,130.4699872
12445,Kofu,Japan,Yamanashi,1859100,35.66228,138.5682015
12446,Kodamacho-kodamaminami,Japan,Saitama,1859113,36.1812392,139.1311901
12447,Kochi,Japan,Kochi,1859146,9.9312328,76.26730409999999
12448,Kobe,Japan,Hyogo,1859171,34.690083,135.1955112
12449,Kobayashi,Japan,Miyazaki,1859175,31.9967312,130.9725875
12450,Kitsuki,Japan,Oita,1859234,33.417026,131.6160889
12451,Kitakyushu,Japan,Fukuoka,1859307,33.8834093,130.8752161
12452,Kitakata,Japan,Fukushima,1859319,37.651355,139.8746088
12454,Kishiwada,Japan,osaka,1859383,34.4606341,135.3708291
12455,Kisarazu,Japan,Chiba,1859393,35.3812265,139.92486
12456,Kisai,Japan,Saitama,1859400,36.1008689,139.5772452
12457,Kiryu,Japan,Gunma,1859405,36.4054907,139.3306875
12458,Kikuchi,Japan,Kumamoto,1859492,32.9794831,130.8133329
12459,Kazo,Japan,Saitama,1859586,36.1314381,139.6017194
12460,Kawasaki,Japan,Kanagawa,1859642,35.52981980000001,139.7024039
12461,Kawasaki,Japan,Fukuoka,1859647,33.5999397,130.8149368
12462,Kawanishi,Japan,Hyogo,1859675,34.8301347,135.417278
12463,Kawaguchi,Japan,Saitama,1859730,35.8077379,139.7241712
12464,Kawagoe,Japan,Saitama,1859740,35.9251006,139.485793
12465,Katsuyama,Japan,Fukui,1859765,36.060945,136.5005841
12466,Kasukabe,Japan,Saitama,1859884,35.9751984,139.7523007
12467,Kasugai,Japan,Aichi,1859891,35.247611,136.9722236
12468,Kashiwazaki,Japan,Niigata,1859908,37.3718999,138.5589836
12469,Kashiwa,Japan,Chiba,1859924,35.8676124,139.9758505
12470,Kashima,Japan,Saga,1859941,33.1037238,130.098769
12471,Kashihara-shi,Japan,Nara,1859951,34.5094478,135.792626
12472,Kashihara,Japan,osaka,1859952,34.9614182,135.4147159
12473,Kaseda-shirakame,Japan,Kagoshima,1859964,31.41659799999999,130.3112926
12474,Kasaoka,Japan,Okayama,1859990,34.5071797,133.5074409
12475,Kasamatsucho,Japan,Gifu,1859998,35.3671997,136.763167
